nahuatl,spanish
"Auh no yquac yn ipan in xihuitl yn huallaque yn quihualhuicaque nahuintin pipiltin yn Chalco Amaquemecan, yn quimixpantico yn tlahtohuani Ahuitzotzin ynic yehuatl quinmacaz tlahtocayotl: yn icce ytoca Xiuhtzin Tlahtquic, ynin ypiltzin yn Quauhtlehuanitzin Tlayllotlacteuhctli tlahtohuani catca Tenanco; yn icome ytoca Huehueyotzintli, ynin ypiltzin yn Cacamatzin Teohuateuhctli tlahtohuani Amaquemecan; auh yn iquey amo huel momati yn itoca, yehica camo tehuan tlayxquetzalli tlapepentli, ca ça tlahantli; ca çan yehuantin yn omotocateneuhque omentin yn tlapepenaltin yn tlayxquetzaltin: ce tlahtocatizquia Tlayllotlacan Tenanco, yn icome ompa tlahtocatizquia yn Atlauhtlan Tenanco; auh yn icnahui yn ompa huallaque Amaquemecan ytoca Quauhcececuitzin Panohuayan tlahtocatiz.","También en este año trajeron a cuatro principales de Chalco Amaquemecan a fin de presentarlos ante el tlatohuani Ahuitzotzin para que éste les diera sus señoríos: el primero se llamaba Xiuhtzin Tlátquic y era hijo de Cuauhtlehuanitzin Tlailotlacteuctli, tlatohuani de Tenanco; el segundo se llamaba Huehueyotzintli y era hijo de Cacamatzin Teohuateuctli, tlatohuani de Amaquemecan; del tercero no se sabe el nombre, porque no había sido escogido ni nombrado como los demás, sino sólo llevado a presentar; solamente los dos primeros habían sido debidamente escogidos y nombrados: uno para que gobernara en Tlailotlacan Tenanco, y el otro para que gobernara en Atlauhtlan Tenanco; el cuarto de los que vinieron de Amaquemecan se llamaba Cuauhcececuitzin e iba a gobernar en Panohuayan."
"Nochimej yejhuan noyaxcahuan no moyaxcahuan, niman nochimej yejhuan moyaxcahuan noyaxcahuan, niman yejhuamej nechhueyiliaj.","Todo lo mío es tuyo, y todo lo tuyo es mío; y he sido glorificado en ellos"
Kualtia:,Usos:
"Nemejhuamej onenquitaquej, niman Dios no, ica otitohuicaquej chipahuac niman yolmelajquej nemotech yejhuan nentlaneltocaj.Xacaj huelis techtlajtlacolmacas.","Vosotros sois testigos, y Dios también, de cuán santa, justa e irreprensiblemente actuamos entre vosotros los creyentes"
"niman Nagai teconeu catca itech Maat, niman Maat teconeu catca itech Matatías, niman Matatías teconeu catca itech Semei, niman Semei teconeu catca itech José, niman José teconeu catca itech Judá,","hijo de Nagai, hijo de Maat, hijo de Matatías, hijo de Semei, hijo de José, hijo de Judá"
"Cuajli xnemilican niman xtlachixtiacan, pampa nemotlahuelicniu on diablo quinequi mechxoxotonis.Yejhua quistinemi quen itlaj león yejhuan nanalcatinemi niman quitejtemojtinemi aquinon quicuas.","Sed sobrios y velad.Vuestro adversario, el diablo, como león rugiente, anda alrededor buscando a quién devorar"
"Dios, tej, xotechnotz para ticchihuasquej on tlen xchipahuac, yej para ticchihuasquej on tlen chipahuac.","Porque Dios no nos ha llamado a la impureza, sino a la santificación"
"Pero ijcuac onoyolihuitij niman onoquetzteu ipan itlalcon, on Espíritu Santo oquipanextij ica poder ica yejhua iConeu Dios.","y quien fue declarado Hijo de Dios con poder según el Espíritu de santidad por su resurrección de entre los muertos--, Jesucristo nuestro Señor"
Auh yn yehuatl nomiccahue[zhua]tzin in itoca Maria Tiacapan yequi mocaltia quitohua ca ye onechilhuitia y nonamic hocatca ca naxca ca nocal yxquichi inic niquitlani justicia.,E ahora la muger que del dicho mi cuñado llamada Maria Tiacapan mi cuñada se me quiere quedar y alzar con las dichas mis casas diziendo el dicho su marido que heran suyas no siendo así por esto pido se me haga justicia.
"Uan no kikuij yon kuoujtikpakkuesalimej, ika kiuiuijkomaj in ininkuouj para ompa tejkoj ya.",También lo usan los voladores para enredar el palo para subir ahi.
"Auh yn occequintin huehuetque yn iuh quimachiyotia yhuan quinpiltzintia yn Huitzillihuitl yn izca yntoca: yn icce ytoca Huehue Eleltzin, yn icome ytoca Huehueçaca, yn icyey ytoca Citlalcohuatl, yn icnahui ytoca Aztacohuatl, yn icmacuilli ytoca Axicyotzin, yn icchiquacen ytoca Quauhtzitzimitzin, yn icchicome ytoca Xiconoc, yn icchicue ytoca Tlacacochto.","Otros antiguos dejaron pintado que Huitzilíhuitl tuvo además otros hijos: el primero, Huehue Tlacaeleltzin; el segundo, Huehuezaca; el tercero, Citlalcóhuatl; el cuarto, Aztacóhuatl; el quinto, Axicyotzin; el sexto, Cuauhtzitzimitzin; el séptimo, Xicónoc; y el octavo, Tlacacochto."
"Quemaj on toTeco oquimijlij: ―Tla nenquipiasquiaj nemotlaneltoc, masqui sanoyej pitentzin quen yejhua on ixinachyo mostaza, huelisquia nenquijlisquiaj in cojtli sicómoro: “Xmohuihuitla nican niman xmotocati ne ipan mar”, niman on cojtli mechtlacamatisquia.","Entonces el Señor dijo: --Si tuvieseis fe como un grano de mostaza, diríais a este sicómoro: ""¡Desarráigate y plántate en el mar!""Y el árbol os obedecería"
"Cuauhtamiy ohuachan,Oceloy ohualichan,Huexotzinco.","El Tamoanchan de las águilas, la Casa de la noche de los tigres están en Huexotzinco."
"""Ca iniquein mexicah, amo tlacah zan tecuanime"".","""Estos mexicanos no son hombres sino bestias salvajes ."
"Ijcuac yejhuamej oquisquej ipan on barco, on tojlamej nimantzin oquixmatquej Jesús.","Pero cuando ellos salieron de la barca, en seguida le reconocieron"
"Quemaj Jesús oquimijlij on inomachtijcahuan: ―Aman, tej, nemechijlia: Ma ca xcomatztiacan on tlen nencuasquej para nenquipiasquej nemilistli, nion on tlen ica nenquitlaquentisquej nemotlalnacayo.","Dijo a sus discípulos: --Por tanto, os digo: No os afanéis por vuestra vida, qué habéis de comer; ni por vuestro cuerpo, qué habéis de vestir"
"para ica san se inyojlo niman ica san se tlajtojli ma quiyectenehuacan Dios, iTajtzin toTeco Jesucristo.",para que unánimes y a una sola voz glorifiquéis al Dios y Padre de nuestro Señor Jesucristo
"Ca nel nozo tlatocatlatolli, ca yuhquin chalchihuitl, ca yuhquin teuxihuitl ololihuic, in acatic ipan momati. Xiccui xicmopialti, moiollo itech xictlali, moyollo itech xiqui cuilo. Intla tinemiz, yehoatl ic titlacazcaltiz, ic titlacaoapahuaz, tictemacaz, ticteilhuiz.","Sus palabras valen lo que las piedras preciosas finas, redondas y acanaladas. Consérvalas, haz de ellas un tesoro en tu corazón, haz de ellas una pintura en tu corazón. Si vivieras, con esto educarás a tus hijos, los harás hombres; les entregarás, les dirás todo esto."
Se kiajsi nikauín Xaltepek oso nikauín paratani.,Se le encuentra por aquí por Xaltepec o allá abajo.
"15.	Auh intla teca timocacayahuaz, ahmo ye titlacaquizaz. In chiltica, in puctica tiquitztiaz in tlalticpac. In ihquac timiquiz, maxix, mocuitl itlan tactiaz; moten, monenepil tictotopoiztiaz. Auh intla xiquimmahuiztili in itlachihualhuan Dios, zan ihuiyan, zan icemele, in timomiquiliz. Ma ihuiyan, icemele ximonemiti; ma tixtomahuatinen, ma ticicatinen.","15.	Y si te burlas de la gente, así, no saldrás humano. Con chile, con humo, verás la tierra. Cuando mueras, junto a tu orina, junto a tus heces entrarás; tu labio, tu lengua los irás tostando. Y si respetas a los hijos de Dios, sólo con tranquilidad, sólo con alegría morirás. Vive con tranquilidad, con alegría; no andes como tonto, no andes jadeando."
NONOTZALIZTLI,DIALOGO
Ynic 1 tlamantli niquitohua y nixcoyan naxca y noneyxcahuilaxca yn chicue pesos yc nitocoz yhuan oracion yhuan azo centetl misa nopan yc mitoz.,Lo primero digo que por mi sola se den ocho pesos para mi entierro oracion e una misa que se diga por mi.
Yehua onech ilhui manicon tlahpaloti.,Ella me dijo que lo visitara.
Ipa sayoj se kikua in ikamojyo.,Sólo se come el camote.
"Nemechijlia ica ipan on tonajli ijcuac Dios teyolcuitis niman tetlajtlacolmacas, on pueblo más temojtij quiselis icastigo xquen on tlacamej yejhuan chantij ipan on hueyican Sodoma.",Os digo que en aquel día será más tolerable para Sodoma que para aquella ciudad
Quemaj Jesús onocuep para Galilea niman nochi ica oquipalehuij ipoder on Espíritu Santo.Niman nochihuiyan oquimatquej on tlacamej tlinon quichihuaya Jesús.,"Entonces Jesús volvió en el poder del Espíritu a Galilea, y su fama se difundió por toda la tierra de alrededor"
Ipan inin xihuitl tlacati in CCCP.,Este año nace la URSS.
"On huejhueyi tequihuajquej, tej, oyajquej niman oquitlajtlanitoj tetlapojpolhuilistli intech Pablo niman Silas.Niman quemaj oquinquixtijquej niman oquintlajtlanilijquej yej ma quisacan ne ipan on hueyican.","Y fueron a ellos y les pidieron disculpas.Después de sacarlos, les rogaron que se fueran de la ciudad"
"¿Tlica, tej, xonencajsicamatquej ica xejhua on pan nictenejticatca ijcuac onemechijlij ica xmotacan sa no nemejhuamej itech intlaxocolilis on fariseos niman saduceos?",¿Cómo es que no entendéis que no os hablé del pan?¡Pero guardaos de la levadura de los fariseos y de los saduceos
"Ca pinauhticate nichahuahuilo, noconetzin. ¿ Cuix no iuh nechchihuaz on o iuh toconchiuh in Cuauhtlatotohuaton? Ma za zo ihuian ximocuetomacan, ximomaxahuican antlatilolca, in anmiyaque, xihuallachian nican Chalco. Ma ninopotoni, tinonantzin, ma xi nexahuaco,","Están avergonzados: yo me hago concubina. Niñito mío, ¿acaso no me lo harás como se lo hiciste al pobre Cuauhtlatohua? Poco a poco desatad la falda, abrid las piernas, vosotros tlatelolcas, los que lanzáis flechas, mirad aquí a Chalco. Que yo me atavíe con plumas, madrecita mía, que me pinte yo la cara,"
"Sequimej sihuacahualtzitzintin yonoxelojquej, niman quichihuaj tlen xcuajli niman ijqui quitlacamatij on Satanás.",porque ya algunas se han extraviado en pos de Satanás
"Yejhuamej xcuajli quitlacamatij Cristo, on yejhuan tlayecanquetl campa tejhuamej titochihuaj icuerpo.Yejhua techtlacualtijticaj niman techsentlalijticaj san secan quen se tlalnacayotl yejhuan cuajli sajsalijticaj nochihuiyan.Niman Dios no techiscaltia.","y no aferrándose a la cabeza, de la cual todo el cuerpo, nutrido y unido por coyunturas y ligamentos, crece con el crecimiento que da Dios"
"In amo kualtia para pajti, solo para se kikua, semi uelik.","Esta no sirve para medicina, sólo para comerse, su fruto es muy sabroso."
"Niman yejhua quintitis ica quinyolcuitis niman quintlajtlacolmacas, pampa on diablo, yejhuan tlamandarohua ipan in tlalticpactli, ye cuajli yoquitlajtlacolmacaquej.","y en cuanto a juicio, porque el príncipe de este mundo ha sido juzgado"
"X Acatl xihuitl, 1359.","10 Acatl, 1359."
"Pero yejhua oquimijlij: ―San tlen xojtli noso cojtli yejhuan noTajtzin ilhuicac chanej xoquitocac, hasta ipan inelhuayo nohuihuitlas.",Pero él respondió y dijo: --Toda planta que no plantó mi Padre celestial será desarraigada
Kualtia:,Usos:
"Yc niman quihualtocatia yn tlahtohuani Yacahuetzcatzin Teohuateuhctli, yc no niman yehuatl yn tlamacazqui Quetzalcanauhtli teomama yhuan occhicuacemintin pipiltin yn oncan ahcico yn Chapultepec; oncan in cexiuhti- || 62v -que yn moch ipan in Ce Tochtli xihuitl.","Después el tlatohuani Yacahuetzcatzin Teohuateuctli, el sacerdote y teomama Quetzalcanauhtli y otros seis principales llegaron a reunirse con ellos en Chapoltépec; allí estuvieron un año, es decir, todo este año de 1 TochtlI."
"Ijcuac yejcos on tonajli para Dios quitlaxtlahuilis nochi tlacatl, miyequej nechijlisquej: “NoTeco, noTeco, tejhuamej otitemachtijquej ican motocatzin, niman ican motlanahuatil otictequixtilijquej on xcuajcualtin espíritus, niman ican motocatzin oticchijquej miyec milagros.”","Muchos me dirán en aquel día: '¡Señor, Señor!¿No profetizamos en tu nombre?¿En tu nombre no echamos demonios?¿Y en tu nombre no hicimos muchas obras poderosas?"
Auh yn ipan missa yehuatzin motemachtili in cenca mahuiztililoni teoyotica tlahtohuani don fray García Guerra arçobispo Mexico.,"Durante la misa predicó el muy reverendo señor don fray García Guerra, arzobispo de México."
"Ye yuh macuilxiuitl tlatocati Teçoçomoctzi yn poliuhque colhuaque, Matlactliomome Acatl xiuitl yn ipan poliuhque; nauhxiuitl y youatimanca Colhuaca.","Tezozomoctzin llevaba cinco años gobernando cuando perecieron los colhuas, en el año 12 Ácatl; y durante cuatro años Colhuacan estuvo en la oscuridad."
"niman oquintitlan itech Jesús para quitlajtoltisquej tla yejhua melahuac Cristo yejhuan ye oncaj para huajlas, noso yej quichasquej ocse.","y los envió al Señor, para preguntarle: ""¿Eres tú aquel que ha de venir, o esperaremos a otro?"
XXVI pregon.- A deciseis dias del mes de mayo de mil e quinientos e ochenta y siete años in Pedro Ahuexotl otzatzic in ipan tlaxillacalli Cuepopan oquitecaquiti inic monamaca yn ical yn itlal Ysabel Maria oquiteneuh in ipatiuh napohualli pesos ayac tlananquilli testigo Martin Juan. Ante mí Francisco Maldonado escrivano.,"A diez y seis dias del mes de mayo de mil y quinientos y ochenta y siete años el Pedro Ahuexotl pregonó en el barrio [tlaxilacalli] Cuepopan que se vendían las casas y tierras de Ysavel Maria y davan ochenta pesos y nadie las puxó; testigo Martin Juan. Ante mí Francisco Maldonado, escrivano."
"Notlajsojcaicnihuan, ma ca xmixcajcayahuacan.Ma ca nenquinemilisquej ica Dios mechtlatlata para xtlajtlacocan.","Mis amados hermanos, no os engañéis"
Amaca quimati tleca.,Nadie sabe por qué.
"Auh yn Acacitli ye quitohua: ""Inyoyahué, Tloquehé Nahuaquehé!, ca yehuatl in ynic nichoca yn nAcacitli, yn Chapoltepec yn popoliuhtoc yn notatzin yhuan yn Azcatlxochtzin yn noteyccatzin"".","Acacitli dijo: ""¡Ay, Dios nuestro!, por eso lloro yo, Acacitli, porque en Chapoltépec perecieron mi padre y mi hermana menor Azcatlxochtzin""."
¿Titemoixmatilia in cihuatzintli Sánchez?,¿Conoce Ud. la señora Sánchez?
"VI Tochtli xihuitl, 1238 años.","6 Tochtli, 1238."
Kualtia:,Usos:
"Cuajli ticmatztoquej ica Dios xquincaqui on tlajtlacolejquej, yej san quincaqui on yejhuan quitlacaitaj niman quichihuaj on tlen yejhua quinequi.","Sabemos que Dios no oye a los pecadores; pero si alguien es temeroso de Dios y hace su voluntad, a ése oye"
VAINILLA,VAINILLA
"Jesús oc xe calaquiya ne ipan on pueblo, yej nemiya campa Marta oquinamiquito.","pues Jesús todavía no había llegado a la aldea, sino que estaba en el lugar donde Marta le había encontrado"
Amo mochipaujtani.,No se necesita limpiarlo.
"In amo cualli zuquichiuhqui: xolopitli, nexotecuili, miccatzintli.","El mal alfarero: torpe, cojo en su arte, mortecino."
".	Niman yeuatl quitequi in itech poui Ce Couatl ohtli melahuac. In ic quitequi zan no ye in tlanauhtzontectli in ic quihcuilohua amatl oltica quicouaihcuiloua quitlalia in itzontecon iuan ixtelolo, quicamatia, quinenelpitia, quicuechtia.",".	Luego cortan el papel que corresponde a 1Serpiente, camino recto. Al cortarlos, también cuatro gajos: los pintaban con hule derretido: pintaban la serpiente, le ponían su cabeza y sus ojos, le hacían su boca, le ponían su lengua, le hacían su pescuezo."
"Nechtemacasquej, tej, intech on yejhuan xhebreos.Yejhuamej nechhuetzcasquej, nechhuijhuicaltisquej niman nechchijchasquej.","Porque será entregado a los gentiles, y será escarnecido, injuriado y escupido"
Kualtia:,Usos:
"Xmotlajsojtlacan se ihuan ocse quen icniutin, niman sanoyej xmotlacaitacan sequimej ihuan ocsequimej.","amándoos los unos a los otros con amor fraternal; en cuanto a honra, prefiriéndoos los unos a los otros"
Mochiua kuoujtaj oso kajfentaj.,Se da en el monte y en los cafetales.
"Yejhua in nemechijlia nemejhuamej para ma ca yacaj mechcajcayahuas ica on tlajtojli yejhuan caquisti melahuac niman cualtetzin, pero xmelahuac.",Digo esto para que nadie os engañe con falsos argumentos persuasivos
"Tla ijcon, tej, huelis tiquijtosquej ican nochi confianza: Yejhua on noTeco yejhua nechpalehuijticaj.Yejhua ica xnicmacajsis on tlen huelis nechchihuilis yacaj tlacatl.","De manera que podemos decir confiadamente: El Señor es mi socorro, y no temeré.¿Qué me hará el hombre"
In cihuatequipano oquintlalli nahui tlatecontin ipan ahcopechtli.,La sirvienta puso cuatro cubiertos sobre la mesa.
"Xochiyoua itech enero, febrero uan marzo","Florea en enero, febrero y marzo."
"IIII Tochtli xihuitl, 1314.","4 Tochtli, 1314."
Xnechititican on tomin yejhuan ica notlaxtlahua on impuestos.Niman yejhuamej oquititijquej se tomin.,Mostradme la moneda del tributo.Ellos le presentaron un denario
"Jesús oquimijlij: ―On yejhuan xcualoj xquimpolohua on tepajtijquetl, pero on yejhuan cualoj quemaj.","Respondiendo Jesús les dijo: --Los sanos no tienen necesidad de médico, sino los que están enfermos"
Auh ca itech tacitiuh itech tipachitiuh itech timotzotzonatiuh in temamauhtia atl in yuhqui zoloni in yuhqui tetecuicatiuh xaxamacatiuh ic yauh;,"¡Y tendrás que llegar, tendrás que acercarte, tendrás que enfrentarte con aguas tremendas, que van retumbando, que van haciendo estrépito, que dan retumbos al correr;"
"Niman tla yacaj mechtlajtoltia tlica nenquitojtomaj, xquijlican ica nemoTeco quitequitiltis.","Si alguien os pregunta: ""¿Por qué lo desatáis?"", le responderéis así: ""Porque el Señor lo necesita."
"Yc mocacauhtihui mimicque, occenca yehuantin yntla oncate yn huel teoyotica oquinchiuhque ynpilhuan; huel innahuatil yn quintlamamacatiazque yn iquac yntzonquiçalizpan yn tetahuan anoço tepilhuan, necoc yuhca tlahtocatenahuatilli.","Así han de testar los moribundos, principalmente aquellos que han engendrado a sus hijos en el sacramento del matrimonio; han de expresar cómo dejan repartidos sus bienes cuando estén a punto de morir los padres y los hijos, pues a ambos se refiere el mandamiento real."
Ma ca xnemilican ica nejhua nemechteixpanhuis itech noTajtzin.Yej mechteixpanhuis Moisés yejhuan itech yonenquitlalijquej nemotlamachalis.,"No penséis que yo os acusaré delante del Padre.Hay quien os acusa: Moisés, en quien habéis puesto la esperanza"
"Yn ihquac mochihuin ylhuitzin yancuican Sant Ignacio de Loyola, ye quin oyuh nepa onpohualloncaxtolli xihuitl momiquillitzino yn ompa Roma ytzonteconpa yn cemanahuatl.","Cuando se celebró esta primera fiesta en honor de San Ignacio de Loyola, hacía 55 años que había muerto en Roma, capital del mundo."
